id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
50372136,Smuk udsigt over søerne i stor central bolig i Kbh,2150820,Katrine,Vesterbro-Kongens Enghave,55.6738,12.5565,Entire home/apt,1900.0,2,27,2025-08-03,0.69,1,11,8
50376079,DREAM Bright & Quiet flat central & close to beach,125337479,Maggie,Amager Øst,55.65984,12.622,Entire home/apt,1058.0,28,5,2022-10-27,0.12,8,353,0
50376084,Lejlighed i rolige omgivelser tæt på alt.,179199435,Jonas,Nørrebro,55.68874041836636,12.54286387221941,Entire home/apt,1260.0,2,7,2025-07-18,0.31,1,2,3
50377357,Dejlig personlig  lejlighed i hjertet af Vesterbro,19097483,Pernille,Vesterbro-Kongens Enghave,55.66569,12.54675,Entire home/apt,1050.0,3,46,2025-09-01,0.9,1,32,5
50387448,Lejlighed på Østerbro tæt på søerne/centrum,228494044,Magnus,Østerbro,55.69859,12.58065,Entire home/apt,1063.0,4,1,2022-08-14,0.03,1,1,0
50387727,Charmerende lejlighed på Østerbro med stor altan,14042118,Andrea,Østerbro,55.70234,12.58579,Entire home/apt,855.0,6,4,2022-05-29,0.08,1,69,0
50388285,Københavns mest charmerende værelse med balkon,157698767,Mads,Nørrebro,55.70116,12.53963,Private room,650.0,1,55,2025-09-27,3.22,1,212,21
50388425,Charming 17th century flat -,3217104,Louise,Indre By,55.67404,12.59226,Entire home/apt,1158.0,3,47,2025-08-17,0.92,1,162,9
50398341,Loft lake view cent. Copenhagen,70927110,Kirsa Freimann,Frederiksberg,55.67595,12.55531,Entire home/apt,2000.0,3,7,2025-08-10,0.27,1,57,3
50405075,Havudsigt midt i byen,13252880,Nynne,Vesterbro-Kongens Enghave,55.64723,12.54848,Entire home/apt,944.0,2,58,2025-08-18,1.11,1,343,8
50405452,Private garden - Villa in Valby,1162404,Julie,Valby,55.66383,12.5048,Entire home/apt,1064.0,4,12,2025-07-27,0.29,2,42,1
50409454,beautiful and cozy central apartment,6891626,Lærke,Østerbro,55.69922,12.58081,Entire home/apt,900.0,5,2,2025-08-04,0.05,1,37,1
50411272,"Cosy, modern apartment in central Frederiksberg",30997780,Emilie,Frederiksberg,55.68202,12.53441,Entire home/apt,990.0,3,37,2025-08-05,0.72,1,123,4
50417349,Sunny Lakeside Penthouse w/ Comfy Beds & Balcony,1724648,Barrington,Indre By,55.683392,12.563027,Entire home/apt,2522.0,1,89,2025-09-07,1.77,2,18,21
50437911,Roof-top appartment in the centre of Copenhagen,90546144,Camilla,Vesterbro-Kongens Enghave,55.66578,12.54891,Entire home/apt,1823.0,2,44,2025-09-14,0.86,1,259,9
50449694,3 floor Penthouse in CPH most hyped area (1650 SF),354066853,Mathew,Nørrebro,55.69105,12.53853,Entire home/apt,2058.0,2,5,2025-06-09,0.12,5,167,2
50462653,Live in one of Nørrebro’s rare historic buildings,53674477,Lotte,Nørrebro,55.6917,12.55826,Entire home/apt,720.0,30,7,2022-09-01,0.14,1,9,0
50474550,Lovely apartment in hip Nørrebro,26051423,Emma,Nørrebro,55.69822,12.54503,Entire home/apt,950.0,4,17,2025-08-07,0.33,1,117,4
50489226,Charming apartment in the heart of Copenhagen,22753229,Sigurd,Indre By,55.681725,12.574051,Entire home/apt,1300.0,3,102,2025-09-22,2.42,1,36,28
50493516,3-etagers hyggeligt townhouse til hele familien,30031439,Katrine,Valby,55.65596,12.50584,Entire home/apt,1575.0,4,3,2024-07-07,0.11,1,173,0
50495208,Hyggelig centralt placeret villa,128064241,Mette,Amager Vest,55.649,12.61011,Entire home/apt,3680.0,5,0,No reviews,0.0,1,168,0
50512623,"""Knasten"" - et arkitektonisk samlingssted",3210732,Mads Og Katharina,Amager Vest,55.63733,12.58482,Entire home/apt,1980.0,5,11,2025-07-13,0.22,1,61,3
50524067,2-Room Apartment at Central Vesterbro,171411561,Amalie,Vesterbro-Kongens Enghave,55.66551,12.55158,Entire home/apt,1076.0,2,2,2024-08-10,0.08,1,9,0
50525276,Lovely apartment in the heart of Østerbro,57994264,Miranda,Østerbro,55.70576858520508,12.584704399108888,Entire home/apt,1035.0,3,3,2025-09-07,0.06,1,7,1
50529784,"Charming Vesterbro in CPH, 5 min. from Central St.",95309493,Martha,Vesterbro-Kongens Enghave,55.67104,12.55835,Entire home/apt,1035.0,3,11,2025-06-10,0.28,1,133,1
50532532,Cozy little home right by the water,8133251,Anne,Vesterbro-Kongens Enghave,55.64916,12.55092,Entire home/apt,900.0,3,10,2025-09-24,1.69,1,14,10
50533250,Flat in nice trendy hood,2309737,Hay,Vesterbro-Kongens Enghave,55.66717,12.53511,Entire home/apt,1345.0,3,37,2025-09-27,0.77,1,118,7
50537558,Central scandinavian living 15 min from airport,21204725,Annika Karina Galindo,Amager Øst,55.66559,12.60157,Entire home/apt,965.0,3,11,2025-09-22,0.22,1,15,7
50541267,Colorful house close to city center of Copenhagen,67617239,Kim,Valby,55.66772,12.50433,Entire home/apt,900.0,3,3,2025-08-30,0.22,1,34,2
50546378,Hyggelig lejlighed på skønne Nørrebro,29319597,Heidrun I.,Nørrebro,55.693565,12.55193,Entire home/apt,980.0,3,23,2025-09-15,0.59,1,35,6
50566906,New personal flat in buzzing area of Copenhagen,57980323,Patricia,Nørrebro,55.69920340941785,12.539162689561069,Entire home/apt,1029.0,2,31,2025-09-14,0.6,1,364,2
50570125,Hyggelig lille studio lejlighed i hjertet af KBH,91466032,Oline,Nørrebro,55.69145,12.56087,Entire home/apt,765.0,2,9,2023-08-08,0.18,1,218,0
50603524,"Lejlighed ved søerne, centralt på Østerbro",148015372,Camille,Østerbro,55.69999,12.58068,Entire home/apt,1223.0,3,11,2025-09-18,0.22,1,198,3
50607932,"Cozy apartment in Jægersborggade, Nørrebro",34919858,Cecilie,Nørrebro,55.69195,12.54471,Entire home/apt,666.0,4,12,2024-11-17,0.23,1,26,3
50617299,Beautiful 3b family-friendly flat in Vesterbro,20464445,Peter,Vesterbro-Kongens Enghave,55.66799,12.55709,Entire home/apt,1820.0,2,25,2025-08-06,0.49,1,113,6
50619230,Centralt beliggende lejlighed midt på Nørrebro,92464268,Anna,Nørrebro,55.70025253295898,12.545501708984377,Entire home/apt,1546.0,3,4,2025-06-21,0.08,1,363,1
50629328,Lake view - peaceful & spacious flat in centre,193271707,Rachel,Indre By,55.68412,12.5642,Entire home/apt,2400.0,3,19,2025-01-05,0.37,1,31,1
50634861,Skøn lejlighed med gårdhave,153158283,Gustav,Frederiksberg,55.68957,12.53609,Entire home/apt,979.0,4,14,2025-07-18,0.27,1,291,2
50657685,Unik familiebolig med smukke kroge inde og ude,29045832,Maja,Brønshøj-Husum,55.71364,12.51032,Entire home/apt,943.0,5,8,2025-07-20,0.16,1,42,1
